videoid, locationurl ,title,description,digitizationdate,amtMotion,transcriptText,statsText,numberOfFrames,verified?,timestamp,keywords,posterframe,duration,restricted?,creationdate,framerate,sound,color,edited?,segmentation,sponsorname,contribOrgID,languageid,frameDimensionID,digitizOrgID,genrePrimaryID,genreSecondaryID,RightsInformationID,
10253,http://www.ibiblio.org/openvideo/video/infoinlife/75th_Anniversary_Finale.mp4,"SILS 75th Anniversary Celebration, Finale","At the closing of the SILS 75th Anniversary Celebration, Dr. Vartan Gregorian (Carnegie Corporation) is introduced by NC Governor James Hunt and lectures on the praises of libraries, the book, knowledge, the joy of reading, and the Internet.",9/12/2007,Low,,,,No,,knowledge; book; library; Carnegie; Governor; Chancellor; Provost; Dean; SILS;,20457,1:18:07,No,2007-00-00,15,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10254,http://www.ibiblio.org/openvideo/video/infoinlife/Dan_Gillmor.mp4,"Dan Gillmor: We the Media, Grassroots Journalism for the People, by the People","Dan Gllmor talks about the new, decentralized form of journalism that is emerging in the form of blogs and social networking.",8/26/2007,Low,,,,No,,Dan Gillmor; journalism; blogging; blogs; media; social networks; innovation; communications;,20457,0:56:07,No,2007-00-00,25,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10255,http://www.ibiblio.org/openvideo/video/infoinlife/Gary_Marchionini-4-6-07.mp4,Information Architecture,Gary Marchionini lectures in the Human-Information Interaction course on information architecture concepts and development as a  field.,6/4/2007,Low,,,,No,,architecture; structure; design;,20457,1:07:07,No,2007-00-00,20,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10256,http://www.ibiblio.org/openvideo/video/infoinlife/MariCarmenMarcos.mp4,Visualization in Retrieval Information,This talk presents the topic of visualization in retrieval information.,11/9/2007,Low,,,,No,,Visualization; Information Retrieval; Tagging; Web 2.0; Images;,20457,0:56:10,No,2007-00-00,15,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10257,http://www.ibiblio.org/openvideo/video/infoinlife/Marchionini-11-jun-07.mp4,Scholarly Impact,"On the first part, some examples of websites that use visual representation to help to find textual information are presented. On the second part it goes on the opposite direction: how text helps us to retrieve images. For finish an experiment about tagging in different cultures and languages is presented.",6/11/2007,Low,,,,No,,citation analysis; bibliometrics; MPACT; mentoring;,20457,0:51:07,No,2007-00-00,20,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10258,http://www.ibiblio.org/openvideo/video/infoinlife/Wildemuth22-may-07.mp4,Bringing Digital Libraries into View on an Individual's Information Horizon,Bringing Digital Libraries into View on an Individual's Information Horizon,5/22/2007,Low,,,,No,,digital libraries; information; behavior; Wildemuth;,20457,0:15:37,No,2007-00-00,20,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10259,http://www.ibiblio.org/openvideo/video/infoinlife/Marchionini-5-22-07.mp4,Information Concepts,Gary Marchionini lectures in the Human-Information Interaction course on the basics of citation analysis and bibliometrics as well as the newly created mentoring impact (MPACT) measures of scholarship.,5/22/2007,Low,,,,No,,information; proflection; interaction; data; knowledge;,20457,1:01:08,No,2007-00-00,20,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10260,http://www.ibiblio.org/openvideo/video/infoinlife/Dana_Boyd_Talk.mp4,danah boyd: A Discussion with danah boyd,danah boyd gives  an impromptu talk and Q&A session on topics of interest to those studying information science,3/20/2007,Low,,,,No,,SILS; UNC-CH; Students; danah boyd; danah; boyd; discussion;,20457,1:11:29,No,2007-00-00,20,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10261,http://www.ibiblio.org/openvideo/video/infoinlife/doc_searls_9.07.04_3ivx.mov,"Doc Searls: The Independence Revolution: How Self-Forming Markets are Changing Business, Technology, and Everything Else",Doc Searls discusses the coming change in business models and economic markets.   The effect of new technology and economics.,3/20/2007,Low,,,,No,,SILS; UNC-CH; ibiblio; Doc Searls; Searls; Doc; Markets; Technology; Business; Internet; Economics;,20457,1:19:33,No,2007-00-00,15,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10262,http://www.ibiblio.org/openvideo/video/infoinlife/Cory_D_Pwned.mp4,Cory Doctorow - Pwned: How Copyright turns us all into IP serfs,"Cory Doctorow talks about his views on copyright, copyright reform, media conglomerates, and the need for change.",3/20/2007,Low,,,,No,,SILS; UNC-CH; Students; Cory; Doctorow; Cory Doctorow; Pwned; Copyright; Media; Peer to Peer; p2p; free culture; blog;,20457,0:47:45,No,2007-00-00,20,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10263,http://www.ibiblio.org/openvideo/video/infoinlife/Cory-D-EFF.mp4,Cory Doctorow: A Public Talk on the Electronic Frontier Foundation,"Cory Doctorow discusses the EFF, what they do and why they are needed.",3/20/2007,Low,,,,No,,SILS;UNC-CH; ibiblio; Cory Doctorow; Doctorow; EFF; Electronic Frontier Foundation; Copyright; Media; copyright reform;,20457,1:16:49,No,2007-00-00,15,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10264,http://www.ibiblio.org/openvideo/video/infoinlife/RobinMillerTalk.mp4,Robin (Roblmio) Miller: Everything You Need to Know to Make Money on the Internet,Robin (Roblimo) Miller discuses the nature of online marketing and business.,3/20/2007,Low,,,,No,,SILS; UNC-CH; economics; Robin Miller; Roblimo; Internet; advertising;,20457,0:55:59,No,2007-00-00,30,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10265,http://www.ibiblio.org/openvideo/video/infoinlife/MoglenTalk.mp4,Eben Moglen: The dotCommunist Manifesto:  How Culture Became Property and What We're Going to Do About It,"Eben Moglen gives a talk about the rise of free information, the problems with current copyright laws, and how various powers are conspiring to keep free information from becoming reality.",3/20/2007,Low,,,,No,,SILS; UNC-CH; culture; copyright; economics; information; globalism; free culture;,20457,0:51:48,No,2007-00-00,30,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10266,http://www.ibiblio.org/openvideo/video/infoinlife/Lawrence_Lessig_Talk.mp4,Lawrence Lessig: A Public Talk on Internet Governance,"Lawrence Lessig gives his views on the need for change in the information space, problems with current copyright law, and other internet related issues",3/20/2007,Low,,,,No,,SILS; UNC-CH; copyright; economics; Lawrence Lessig; Lessig; free culture;,20457,0:55:43,No,2007-00-00,30,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10267,http://www.ibiblio.org/openvideo/video/infoinlife/sapna_kumar.mp4,GPL v3 and the threat of [Microsoft's] Patents,"Sapna Kumar, Duke University Law School Faculty Fellow, discusses the differences between GPL 2 and GPL3 and the threat of software patents to open source projects and developement. ",6/14/2007,Low,,,,No,,GPL; open source software; open source; software; software licenses; software patents; software law; technology; technology law;,20457,1:29:23,No,2007-00-00,15,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10268,http://www.ibiblio.org/openvideo/video/infoinlife/Alex_Tropsha.mp4,An Interview with Alex Tropsha,"Professor Alex Tropsha discusses bioinformatics as a tool to linking molecular structure and function, which in turn is used to create models for physiology and disease.  He declares he is an information scientist.  Tropsha's lab has created a set of tools such as Motif Threader, SNAPP, and MuSE contained within the Protein Structure Workbench.",5/20/2007,Low,,,,No,,bioinformatics; Alex Tropsha; Marchionini biology; drug discovery;,20457,0:34:24,No,2007-00-00,20,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10270,http://www.ibiblio.org/openvideo/video/infoinlife/Barbara_Rimer-Interview.mp4,An interview with Barbara Rimer,"Professor Barbara Rimer, Dean of the UNC School of Public Health discusses the roles information resources play in administration.  Examples range from personnel management to long-term fundraising.",5/20/2007,Low,,,,No,,administration; public health; Barbara Rimer; cancer communication;,20457,0:29:24,No,2007-00-00,20,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10271,http://www.ibiblio.org/openvideo/video/infoinlife/KenBollen.mp4,An interview with Ken Bollen,"Professor Ken Bollen, Henry Rudolph Immerwahr Distinguished Professor of Sociology and Director of the Odum Institute for Research in Social Science discusses the roles that surveys and statistical data play in policy making.  Bollen has developed and applied structural equation modeling to explain complex social constructs such as democracy.",5/20/2007,Low,,,,No,,Ken Bollen; sociology; structural equation modeling; surveys; social science statistics;,20457,0:23:40,No,2007-00-00,20,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10272,http://www.ibiblio.org/openvideo/video/infoinlife/ScottAdams.mp4,Interview with Scott Adams,"Scott Adams, Director of Information Technology at SILS discusses challenges of supporting both instructional and research laboratories and trends in IT support for information-intensive schools. Challenges in keeping up with evolving expectations of students and faculty.",5/20/2007,Low,,,,No,,Scott Adams; SILS; Information Technology Lab; IT support services;,20457,0:20:51,No,2007-00-00,20,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10273,http://www.ibiblio.org/openvideo/video/infoinlife/DianeKelly.mp4,Interview with Diane Kelly,"Dr. Diane Kelly, Assistant Professor in SILS discusses her research in information retrieval.  Empirical studies of relevance feedback and inforamtion seeking are described.  Teaching of research methods and the IRB process.",5/20/2007,Low,,,,No,,Diane Kelly; information retrieval; relevance feedback; studies of human information behavior;,20457,0:26:52,No,2007-00-00,20,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10274,http://www.ibiblio.org/openvideo/video/infoinlife/DavidPontenzini.mp4,Interview with David Potenziani,"Dr. David Potenziani, Interim Associate Dean for Information Technology, Planning and Coordination in the UNC School of Public Health discusses the field of public health and various projects underway at UNC, including NCDetect.",5/20/2007,Low,,,,No,,David Potenziani; public health;,20457,0:36:49,No,2007-00-00,20,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10275,http://www.ibiblio.org/openvideo/video/infoinlife/Lawrence_Grossberg.mp4,Interview with Lawrence Grossberg,"Dr. Lawrence Grossberg, Morris Davis Distinguished Professor of Communications Studies and Cultural Studies, aka DocRock, discusses youth culture and the evolution of youth culture as a field over the past 25 years.  Trends in music and other forms of culture are discussed as well as clashes between traditional academic culture and evolving disciplines.",5/20/2007,Low,,,,No,,Larry Grossberg; DocRock; youth culture; popular culture; communications theory;,20457,0:42:42,No,2007-00-00,20,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10276,http://www.ibiblio.org/openvideo/video/infoinlife/Jane_Greenberg.mp4,Interview with Jane Greenberg,"Professor Greenberg discusses the importance of metadata and classification for information access.  Trends such as the semantic web and standards and tools such as the Dublin Core, XML, MARC, thesauri, and ontologies are considered.",6/26/2007,Low,,,,No,,metadata; classification; semantic web; Dublin Core; thesaurus; ontology; XML; MARC; Music Brain;,20457,0:24:31,No,2007-00-00,15,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10277,http://www.ibiblio.org/openvideo/video/infoinlife/EvelynDanielInterview.mp4,Interview with Evelyn Daniel,Professor Daniel discusses the development of information science at Syracuse University and the University of North Carolina.  Technology was a driver for transitioning library schools into information schools with focus on information flow in organizations.,6/12/2007,Low,,,,No,,information resource management; Robert Taylor; information flow; technology; change agent;,20457,0:31:56,No,2007-00-00,20,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10278,http://www.ibiblio.org/openvideo/video/infoinlife/Klinefelter.mp4,Interview with Anne Klinefelter and Deborah Gerhardt,"Anne Klinefelter, Director of the UNC Law Library and Deborah Gerhardt, Director of its Intellectual Property Initiative and Adjunct Professor of Law, discuss changes in modern law libraries, the importance of online resources, and issues related to intellectual property.",6/11/2007,Low,,,,No,,law library; legal informatics; copyright; fair use; open access;,20457,0:20:36,No,2007-00-00,15,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10279,http://www.ibiblio.org/openvideo/video/infoinlife/SarahMichalak.mp4,Interview with Sarah Michalak,"Sarah Michalak, University Librarian and Associate Professor for University Libraries at UNC discusses the challenges of large research libraries today.  Key challenges include: multiple stewardship roles for physical and electronic resources, institutional repositories, scholarly communication, and developing verstatile human resources.",6/11/2007,Low,,,,No,,research library; institutional repository; stewardship; electronic resources; print resources;,20457,0:29:23,No,2007-00-00,15,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10280,http://www.ibiblio.org/openvideo/video/infoinlife/Mark_Winston_Interview.mp4,Information and Leadership,"Dr. Mark Winston, Associate Professor at SILS discusses leadership and different factors that influence leaders, especially access to information.  Access, fairness, and equity are discussed from the perspective on his forthcoming book that focuses on education as a great equalizer.",6/5/2007,Low,,,,No,,Mark Winston; leadership; equity; information access;,20457,0:30:08,No,2007-00-00,20,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10281,http://www.ibiblio.org/openvideo/video/infoinlife/Joanne_Marshall.mp4,Interview with Joanne Marshall,"Dr. Joanne Marshall, Alumni Distinguished Professor at SILS, discusses evidence-based library and information practice and efforts to link research to practice.  Libraries as social agents in life-long learning, work force studies and issues, and health information services are discussed.",6/4/2007,Low,,,,No,,Joanne Gard Marshall; health science libraries; evidence-based practice; aging; NC Health Info;,20457,0:30:25,No,2007-00-00,20,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10282,http://www.ibiblio.org/openvideo/video/infoinlife/JeffPomerantz.mp4,Interview with Jeff Pomerantz,"Dr. Jeff Pomerantz, Assistant Professor in SILS discusses digital libraries with emphasis on online reference services.  Question answering services and finding a balance between human and automated services are discussed.",6/1/2008,Low,,,,No,,Jeff Pomerantz; online reference; online help; digital libraries;,20457,0:16:45,No,2007-00-00,20,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10283,http://www.ibiblio.org/openvideo/video/infoinlife/Jose-Marie-Griffith-May31.mp4,Interview with Jose-Marie Griffiths,"Dr. Jose-Marie Griffiths, Dean of SILS, discusses the information industry and roles that information schools play in shaping the industry.  A large-scale study of the value of public libraries using return on investment analysis is described.  Challenges of information and library science schools.",5/31/2007,Low,,,,No,,Jose-Marie Griffiths; information industry; information and library schools; value of public libraries;,20457,0:23:08,No,2007-00-00,20,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10284,http://www.ibiblio.org/openvideo/video/infoinlife/stephanieHaas.mp4,Interview with Stephanie Haas,Professor Stephanie Haas discusses natural language processing with an emphasis on sublanguages and the challenges of mapping specialized vocabularies to general language.  Information science research aims to build bridges from experts to non-experts.  Examples from emergency rooms and chief complaint are used to illsutrate the linguistic approaches to information seeking and understanding.,7/5/2007,Low,,,,No,,Stephanie Haas; lingusitics; sublanguage; natural language processing; genre; expertise; social tagging; chief complaint;,20457,0:28:54,No,2007-00-00,30,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10285,http://www.ibiblio.org/openvideo/video/infoinlife/Claudia_Gallop.mp4,Interview with Claudia Gollop,Professor Claudia Gollop discusses issues of public service with emphasis on library reference and consumer health information.  The web affects the reference interview because people often come to the library with partial results.  Health librarians and public librarians are adopting more evidence-based approaches to public service.  Special populations such as older adults are also discussed.,7/5/2007,Low,,,,No,,Claudia Gollop; reference; public libraries; consumer health information; clinical librarians;,20457,0:28:54,No,2007-00-00,20,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10286,http://www.ibiblio.org/openvideo/video/infoinlife/SandraHughes-Hassell.mp4,Interview with Sandra Hughes-Hassell,Professor Sandra Hughes-Hassell discusses youth services and school library media centers.  Studies of urban teens informations seeking and leisure reading behaviors are considered with an aim of giving voice to urban youth and changing negative sterotypes.  The many roles that school library media specialists play in curriculum and learning require strong leadership skills beyond required knowledge of libraries and technology,7/5/2007,Low,,,,No,,Sandra Hughes-Hassel; urban youth; youth services; street literature; hip-hop literature; school library media programs;,20457,0:33:45,No,2007-00-00,15,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10287,http://www.ibiblio.org/openvideo/video/infoinlife/helen_Tibbo.mp4,Interview with Dr. Helen Tibbo,"Dr. Helen Tibbo, Professor in SILS, discusses digital curation and archives and the importance of preserving access as well as objects/bits.  The roles of institutional repositories in research universities and issues of curriculum for archives are also discussed.",7/6/2007,Low,,,,No,,Helen Tibbo; archives; curriculum; institutional repositories; information life cycle;,20457,0:35:53,No,2007-00-00,20,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10288,http://www.ibiblio.org/openvideo/video/infoinlife/williamferris.mp4,Interview with Dr. William Ferris,"Dr. William Ferris, Joel Williamsho Emminent Professor of History, Senior Associate Director of the Center for the Study of the American South at UNC, discusses the roles that humanities play in life and how digital information resources are broadening access to humanities archives.  Descriptions of the UNC archives include first recordings of Dolly Parton, an interview with a young Bill Clinton, and thousands of folklife recordings and oral histories.  Using technology as a tool for global democratization and sharing.  A new book on the Roots of the Blues is forthcoming.",8/8/2007,Low,,,,No,,Bill Ferris; folklore; folklife; American South; humanities; music; popular culture; technology;,20457,0:29:42,No,2007-00-00,20,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10289,http://www.ibiblio.org/openvideo/video/infoinlife/BarbaraMoran.mp4,Interview with Dr. Barbara Moran,"Dr. Barbara Moran, Professor in SILS, discuses management courses and experiential exercises to build teamwork.  Her recently revised book, Library and Information Center Management, has website ancillary case studies, simulations, and activities.  She describes using a ropes course to build teamwork and ongoing research on how massive organizational change has been managed in the Bodlein Library at Oxford University.",8/14/2007,Low,,,,No,,Barbara Moran; management; academic librarianship; ropes course; Oxford Univeristy; international programs;,20457,0:29:39,No,2007-00-00,30,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10290,http://www.ibiblio.org/openvideo/video/infoinlife/DeborahBarreau.mp4,Deborah Barreau: Interview with Gary Marchionini,"Deborah Barreau, Professor at UNC-SILS, discusses knowledge management and personal information management.",5/22/2007,Low,,,,No,,Knowledge management; PIM; personal information management;,20457,0:20:45,No,2007-00-00,20,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10291,http://www.ibiblio.org/openvideo/video/infoinlife/DonKing.mp4,Interview with Don King,Don King discusses the creation and evolution of the information industry.  Includes discussion of large scale surveys and trends in information services over a 40 year period.,8/15/2007,Low,,,,No,,information industry; information services; surveys; industry trends; ,20457,0:58:08,No,2007-00-00,20,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10292,http://www.ibiblio.org/openvideo/video/infoinlife/Javed_Mostafa.mp4,Interview with Javed Mostafa,Dr. Mostafa talks about his research in information retrieval and human computer interfaces.  ,8/16/2007,Low,,,,No,,information retrieval; human computer interaction; HCI; digital libraries;,20457,0:20:24,No,2007-00-00,20,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10293,http://www.ibiblio.org/openvideo/video/infoinlife/rebeccavargha.mp4,Interview with Rebecca Vargha,"Rebecca Vargha, director of UNC-SILS library, discusses library operations in a digital environment.  As president of the special libraries association she discusses trends in corporate libraries.",8/14/2007,Low,,,,No,,libraries; digital libraries; corporate libraries; special libraries;,20457,0:17:41,No,2007-00-00,20,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10294,http://www.ibiblio.org/openvideo/video/infoinlife/DocSeminarAnneBishop.mp4,Anne Bishop: A Proposal for a Research Study of Mobile Computing among Nomadic College Students,Anne Bishop proposes research on mobile computing in very mobile college student sample population.  Proposed research focuses on Human Computer Interaction and Information seeking.,4/17/2007,Low,,,,No,,Mobile Computing; Anne Bishop; Human Computer Interaction; HCI; Information Seeking; Mobile Technology; college population; research; research design;,20457,0:22:23,No,2007-00-00,20,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10295,http://www.ibiblio.org/openvideo/video/infoinlife/DocSeminar-Chirag_shah.mp4,Chirag Shah: Mining Contextual Information for Ephemeral Digital Video Preservation: A Beginning,Chirag Shah discusses the difficulties and interests involved in capturing contextual information and metadata from short-term online video.  The issue of mining for video context is addressed.  A five factor model for contextual mining is proposed.,4/24/2007,Low,,,,No,,metadata; video; contextual information; datamining; media; information retrieval; digital video preservation; digital video; preservation;,20457,0:26:58,No,2007-00-00,30,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10296,http://www.ibiblio.org/openvideo/video/infoinlife/DocSeminar-Jackson_Fox.mp4,Jackson Fox: Identity Formation and Identity Management in Online Social Networking Applications,"Jackson Fox discusses the social creation of identity online.   Specifically covered are issues of online privacy concerns and the importance of context, public relations online, identity projection.  There is an examination of how these aspects of identity are managed, created, and perceived.",4/24/2007,Low,,,,No,,identity; social networks; social software; online identity; identity projection; privacy; public relations; social identity;,20457,0:22:46,No,2007-00-00,30,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10297,http://www.ibiblio.org/openvideo/video/infoinlife/DocSeminarJewel_Ward.mp4,Jewel Ward: Developing a Digital Library Ecology,"Doctoral student, Jewell Ward discusses digital libraries",4/28/2007,Low,,,,No,,digital libraries;,20457,0:20:56,No,2007-00-00,20,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10298,http://www.ibiblio.org/openvideo/video/infoinlife/DocSeminar-John_Schaefer.mp4,Jason Schaefer: Building a Model for Identifying the Required Expertise to Curate Digital Archaeology Materials,Jason Schaefer examines the question of whether or not there is specific expertise in digital curation.  What skills are necessary?  In which domains of knowledge must a digital curator be fluent?   There is an examination of archeology materials and the difficulties in putting them in the digital realm with research proposals.,4/24/2007,Low,,,,No,,digital curation; curation; archeology; digital archeology; expertise; research;,20457,0:27:47,No,2007-00-00,30,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10299,http://www.ibiblio.org/openvideo/video/infoinlife/DocSeminar-Lori_Eakin.mp4,Lori Eakin: Sustainability and Social Capital: Exploring the Value of Social Relations in Digital Curation,"Doctoral student, Lori Eakin discusses social capital from an economics perspective",4/17/2007,Low,,,,No,,social capital; economics; preservation;,20457,0:23:52,No,2007-00-00,30,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10300,http://www.ibiblio.org/openvideo/video/infoinlife/DocSeminarTessa_Sullivan.mp4,Tessa Sullivan: Technical Challenges in Classification Analysis of the ACM Digital Library,"Tessa Sullivan looks at the ACM digital library and the current classification scheme.  She examines the user interface, changes in classification and grouping, and examines future possibilities for research and datamining.  Specifically discussed are the technical challenges involved in getting a complete and useful dataset for research",4/24/2007,Low,,,,No,,ACM Digital Library; user interface; research methodology; datamining; research; digital library; ACM;,20457,0:21:17,No,2007-00-00,20,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10301,http://www.ibiblio.org/openvideo/video/infoinlife/DocSeminarYaxiaoSong.mp4,Yaxiao Song: Audio Surrogation for Retrieving and Making Sense of Videos: A Literature Review and Study Proposal,"Doctoral student, Yaxiao Song presents research challenges related to audio cues for video retrieval",4/17/2007,Low,,,,No,,video retrieval; audio surrogates;,20457,0:25:17,No,2007-00-00,20,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10302,http://www.ibiblio.org/openvideo/video/infoinlife/JimmyWalesTalk.mp4,Jimmy Wales: A public talk on Wikipedia,The founder of wikipedia talks about his project and what it means.,10/5/2005,Low,,,,No,,SILS; UNC-CH; wikipedia; internet; jimmy; wales; jimmy wales; discussion;,20457,0:57:01,No,2007-00-00,30,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10303,http://www.ibiblio.org/openvideo/video/infoinlife/JimmyWalesQA.mp4,"Jimmy Wales: A public talk on Wikipedia, Q/A Session",The founder of wikipedia talks about his project and what it means.  This is the Quesiton and Answer session that followed the talk.,10/5/2005,Low,,,,No,,SILS; UNC-CH; wikipedia; internet; jimmy; wales; jimmy wales; discussion;,20457,0:27:11,No,2007-00-00,30,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10304,http://www.ibiblio.org/openvideo/video/infoinlife/SivaVaidhyanathan.mp4,The Human Knowledge Project,Siva discusses dangers in Google book project as a flawed model for a global knowledge library.  This was the SILS 2007-08 Henderson Lecture.,2/6/2008,Low,,,,No,,Google; digital libraries; multiculturalism;,20457,1:11:39,No,2007-00-00,15,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10305,http://www.ibiblio.org/openvideo/video/infoinlife/AIDS-Doc-V2.mov,Dr. Frieda Behets speaks about AIDS Research," A short documentary produced as a Bio 101 Honors class project about the work of UNC's Dr. Frieda Behets and her current research on the HIV/AIDS epidemic.
",12/7/2007,Low,,,,No,,Frieda Behets; AIDS; Research; disease; UNC; ,20457,0:07:05,No,2007-00-00,30,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10306,http://www.ibiblio.org/openvideo/video/infoinlife/RobertFu.mp4,Evaluating sources of implicit feedback for web search,"Robert Fu talks about his research on implicit feedback, limitations of previous studies on web search, and his findings or recommender systems, and presents related challenges & proposals.",12/19/2007,Low,,,,No,,Web search; feedback; internet; search; user behavior; research;,20457,0:31:31,No,2007-00-00,15,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10307,http://www.ibiblio.org/openvideo/video/infoinlife/INLS881-Amber-Cushing.mp4,Young Archivists and Workplace Culture,"Amber Cushing discusses the differences between generations in the archival workplace.  Topics include the viewpoint of generations X & Y, and methods to handle the multi-generational workplace clash",,Low,,,,No,,Archivists; Workplace Culture; cultural research; generation divide;,20457,0:18:03,No,2007-00-00,30,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10309,http://www.ibiblio.org/openvideo/video/infoinlife/INLS-Simon-Spiro.mp4,Quantitative Approaches to Bibliographic Control,Simon Spiro talks about the different approaches to cataloging and bibliographic control.  He covers some of the non-quantitative models and compares them to new quantitative approaches.,,Low,,,,No,,cataloging; bibliographic control; quantitative approach; library science;,20457,0:17:15,No,2007-00-00,15,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10310,http://www.ibiblio.org/openvideo/video/infoinlife/INLS881-Hollie-White.mp4,Themes in the Classification of Science,Hollie White discusses some of the different methods/concepts used in science to create different ways of classifying and organizing data.,,Low,,,,No,,Science; cataloging; categorization; information organization;,20457,0:15:02,No,2007-00-00,30,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10311,http://www.ibiblio.org/openvideo/video/infoinlife/INLS881-Jacob-Kramer-Duffield.mp4,Rle Perceptions and Privacy in Online Social Networking,"Jacob Kramer Duffield discusses how information is shared and disclosed online, the effect on online privacy, and the talks about the studies that have been done on the subject.",,Low,,,,No,,Online; security; privacy; disclosure; information sharing; online identity;,20457,0:17:33,No,2007-00-00,30,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
10312,http://www.ibiblio.org/openvideo/video/infoinlife/INLS881-Cindy-Schmidt.mp4,Marketing in School Libraries,"A discussion of how school libraries are perceived, their effect on student performance, and an evaluation of the need for marketing for school libraries.",,Low,,,,No,,School libraries; library science; marketing; school; performance;,20457,0:15:37,No,2007-00-00,30,Yes,Yes,Undefined,n/a,Google/Youtube,12,1,4,8,3,4,1,
